4638
3	&6	4.761e-05
3	'-	0.00028566
3	'm	4.761e-05
3	's	9.522e-05
3	+2	4.761e-05
3	+5	9.522e-05
3	+6	4.761e-05
3	+8	4.761e-05
3	+a	4.761e-05
3	+h	4.761e-05
3	,1	4.761e-05
3	,3	0.00019044
3	,4	4.761e-05
3	,5	0.00014283
3	,6	9.522e-05
3	,7	0.00014283
3	--	0.00014283
3	-1	0.0009522
3	-2	9.522e-05
3	-3	0.00295182
3	-4	0.00318987
3	-5	0.00233289
3	-6	0.0028566
3	-7	0.00133308
3	-8	0.00128547
3	-9	0.00166635
3	->	0.00038088
3	-[	0.00066654
3	-a	0.00014283
3	-c	4.761e-05
3	-e	0.00023805
3	-f	0.00028566
3	-g	4.761e-05
3	-h	4.761e-05
3	-l	4.761e-05
3	-m	4.761e-05
3	-n	0.00057132
3	-o	9.522e-05
3	-u	4.761e-05
3	-x	9.522e-05
3	.-	4.761e-05
3	.0	0.019282
3	.1	0.0176157
3	.2	0.0212817
3	.3	0.0194249
3	.4	0.0162826
3	.5	0.023805
3	.6	0.0189012
3	.7	0.0168063
3	.8	0.0175205
3	.9	0.0166635
3	.h	4.761e-05
3	.s	0.00023805
3	.t	4.761e-05
3	.v	4.761e-05
3	/+	0.00014283
3	/1	0.00071415
3	/2	0.00014283
3	/3	0.00057132
3	/4	0.00157113
3	/5	0.00066654
3	/6	0.00066654
3	/7	0.00019044
3	/8	0.00033327
3	/9	4.761e-05
3	/a	4.761e-05
3	/e	4.761e-05
3	/h	9.522e-05
3	/j	4.761e-05
3	/k	4.761e-05
3	/m	0.00014283
3	/p	4.761e-05
3	/s	4.761e-05
3	/t	4.761e-05
3	/x	4.761e-05
3	0-	0.00123786
3	0.	0.00023805
3	0/	4.761e-05
3	00	0.0413255
3	01	0.00723672
3	02	0.00747477
3	03	0.00885546
3	04	0.0066654
3	05	0.00542754
3	06	0.00652257
3	07	0.00818892
3	08	0.00914112
3	09	0.00828414
3	0a	9.522e-05
3	0c	4.761e-05
3	0f	4.761e-05
3	0g	4.761e-05
3	0h	4.761e-05
3	0k	0.00023805
3	0p	4.761e-05
3	0x	9.522e-05
3	1-	0.00028566
3	1.	0.0004761
3	10	0.0144258
3	11	0.00699867
3	12	0.00780804
3	13	0.00704628
3	14	0.00671301
3	15	0.00780804
3	16	0.00814131
3	17	0.00885546
3	18	0.00623691
3	19	0.00547515
3	1a	4.761e-05
3	1k	4.761e-05
3	1q	4.761e-05
3	1v	4.761e-05
3	1z	9.522e-05
3	2-	0.00071415
3	2.	0.00019044
3	20	0.0108551
3	21	0.00742716
3	22	0.00604647
3	23	0.00704628
3	24	0.00756999
3	25	0.0109503
3	26	0.0110931
3	27	0.00537993
3	28	0.00704628
3	29	0.00623691
3	2b	4.761e-05
3	2c	4.761e-05
3	2i	4.761e-05
3	2m	4.761e-05
3	2o	9.522e-05
3	2p	0.00014283
3	2s	4.761e-05
3	2x	0.00019044
3	2y	9.522e-05
3	3-	4.761e-05
3	3.	4.761e-05
3	30	0.00918873
3	31	0.00680823
3	32	0.00742716
3	33	0.00699867
3	34	0.00642735
3	35	0.00899829
3	36	0.0071415
3	37	0.00595125
3	38	0.00885546
3	39	0.00628452
3	3b	0.00014283
3	3c	4.761e-05
3	3h	0.00019044
3	3k	4.761e-05
3	3r	4.761e-05
3	4-	9.522e-05
3	4.	0.00019044
3	40	0.00918873
3	41	0.00552276
3	42	0.00823653
3	43	0.00518949
3	44	0.00804609
3	45	0.00614169
3	46	0.00728433
3	47	0.00590364
3	48	0.00647496
3	49	0.00547515
3	4a	4.761e-05
3	4c	0.00033327
3	4e	9.522e-05
3	4f	9.522e-05
3	4n	4.761e-05
3	4p	4.761e-05
3	4x	9.522e-05
3	5+	0.00014283
3	5-	0.00147591
3	5.	4.761e-05
3	5/	4.761e-05
3	50	0.0122358
3	51	0.00547515
3	52	0.00790326
3	53	0.00733194
3	54	0.00871263
3	55	0.0061893
3	56	0.0061893
3	57	0.00433251
3	58	0.00485622
3	59	0.00609408
3	5b	4.761e-05
3	5c	0.00023805
3	5e	4.761e-05
3	5g	4.761e-05
3	5j	4.761e-05
3	5k	0.00071415
3	5m	4.761e-05
3	5o	9.522e-05
3	5q	9.522e-05
3	5r	4.761e-05
3	5x	4.761e-05
3	6+	4.761e-05
3	6-	4.761e-05
3	6.	4.761e-05
3	6/	4.761e-05
3	60	0.013188
3	61	0.00576081
3	62	0.00414207
3	63	0.00585603
3	64	0.00661779
3	65	0.00542754
3	66	0.00847458
3	67	0.00637974
3	68	0.00537993
3	69	0.00547515
3	6a	0.00014283
3	6c	4.761e-05
3	6d	4.761e-05
3	6e	4.761e-05
3	6f	4.761e-05
3	6l	4.761e-05
3	6p	0.00014283
3	6q	4.761e-05
3	7-	0.00033327
3	7.	4.761e-05
3	70	0.00814131
3	71	0.00552276
3	72	0.00695106
3	73	0.004761
3	74	0.00371358
3	75	0.00704628
3	76	0.00433251
3	77	0.00590364
3	78	0.00518949
3	79	0.00628452
3	7c	4.761e-05
3	7d	4.761e-05
3	7l	4.761e-05
3	7t	4.761e-05
3	7w	4.761e-05
3	7x	9.522e-05
3	8-	0.00014283
3	8.	4.761e-05
3	80	0.011236
3	81	0.00580842
3	82	0.00633213
3	83	0.00604647
3	84	0.00661779
3	85	0.00771282
3	86	0.00533232
3	87	0.0061893
3	88	0.00680823
3	89	0.00647496
3	8a	0.00019044
3	8b	9.522e-05
